Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK50,OUT049,2768.6106
FDG31,OUT045,777.43665
FDC60,OUT045,1253.973
FDL36,OUT013,1320.9954
FDP21,OUT013,2918.7502
FDW16,OUT045,1357.678
FDX02,OUT017,4046.7175
FDQ58,OUT027,4062.3176
FDT51,OUT046,1915.8651
FDD59,OUT049,1113.5994
NCM42,OUT018,1499.3866
FDA57,OUT018,475.59174
FDZ48,OUT035,1711.9792
FDE46,OUT045,2434.18
NCZ30,OUT019,263.33298
FDB56,OUT017,3201.611
FDA25,OUT027,2628.0796
FDD20,OUT013,1954.6473
FDL25,OUT013,1297.558
NCO18,OUT049,3086.9158
FDJ45,OUT017,732.4874
FDR12,OUT035,2799.8308
NCF19,OUT010,86.5655
FDK25,OUT046,2944.3582
NCR17,OUT046,1816.5642
FDC52,OUT046,2674.9077
NCA54,OUT017,3210.642
FDR45,OUT010,474.3024
NCM19,OUT049,1785.4965
FDF39,OUT027,6559.131
FDX23,OUT049,1493.3566
FDD58,OUT027,2471.8503
FDX28,OUT013,1516.4369
NCD31,OUT013,2641.3533
FDU57,OUT018,2059.1965
FDI27,OUT046,780.45844
NCM42,OUT046,1763.157
FDD32,OUT027,2029.3757
FDI34,OUT013,3659.4265
NCM29,OUT049,2127.5447
FDG46,OUT018,1470.0094
DRC01,OUT010,129.7257
FDB15,OUT027,6457.878
NCA17,OUT027,3946.5522
FDF10,OUT046,2497.64
FDR26,OUT027,4809.8105
FDI02,OUT049,1702.8398
NCM54,OUT010,270.86383
FDF14,OUT013,2361.6763
FDJ33,OUT010,230.65688
FDM20,OUT035,3825.8005
FDC03,OUT027,5288.442
NCX05,OUT046,1837.25
NCM41,OUT027,2226.8877
NCU29,OUT010,317.95654
FDQ59,OUT017,1440.2881
FDH46,OUT010,214.47757
FDH09,OUT013,662.93
NCD06,OUT045,651.21735
FDC15,OUT035,2451.8616
DRD37,OUT027,1063.5146
FDT28,OUT027,3921.735
FDR28,OUT027,4353.159
FDT38,OUT017,1464.0663
FDV34,OUT027,1923.0464
FDY52,OUT035,1044.308
FDB34,OUT013,1229.5193
DRL23,OUT018,1432.6996
DRB24,OUT046,2564.12
FDJ50,OUT046,829.2633
FDQ49,OUT035,2588.2195
FDP20,OUT035,2003.0935
FDV19,OUT027,4221.21
NCR54,OUT045,2883.7908
FDO09,OUT010,632.6595
FDS57,OUT018,1860.3878
FDN10,OUT049,1847.1659
FDV23,OUT049,1979.9708
FDY28,OUT049,3785.619
DRG51,OUT013,2639.8564
FDD45,OUT019,197.9757
NCL18,OUT027,5218.4263
NCM29,OUT013,2032.9569
FDF17,OUT027,5271.189
FDE22,OUT017,2695.1787
FDQ22,OUT017,710.4007
FDS01,OUT013,2942.653
FDW35,OUT027,1007.0733
FDJ33,OUT046,2232.594
NCF54,OUT035,2914.1355
FDE09,OUT013,1597.7367
NCE06,OUT045,2347.3315
DRH49,OUT049,1291.6954
FDY43,OUT045,2591.2654
NCT05,OUT017,4419.2085
FDZ34,OUT045,2841.4856
FDL38,OUT017,1544.3223
FDZ31,OUT017,3297.1982
FDR14,OUT035,932.6323
NCN54,OUT049,1274.0408
NCC42,OUT027,3627.569
FDK08,OUT017,1670.046
FDP59,OUT013,1755.6136
FDV22,OUT035,2606.7874
FDD33,OUT035,3666.541
DRE60,OUT027,5860.094
FDK52,OUT046,3284.4348
FDA02,OUT017,2518.9417
FDM56,OUT049,1714.7026
FDE57,OUT035,2152.7283
FDM32,OUT045,1323.7206
NCQ30,OUT027,3078.5432
FDQ27,OUT027,2648.0828
FDT60,OUT027,3201.3152
FDU43,OUT049,3643.5713
NCO55,OUT035,1587.0814
FDG02,OUT045,2886.6416
FDJ28,OUT013,3091.072
FDP40,OUT045,1695.6534
FDJ38,OUT045,3063.0754
NCC54,OUT017,4242.2285
NCZ41,OUT046,1998.1644
FDK38,OUT019,310.0759
FDU52,OUT013,2447.5457
FDC40,OUT046,1198.2352
NCR30,OUT017,1294.7281
NCN18,OUT017,1783.8405
FDB50,OUT035,1190.4579
FDG04,OUT013,3054.8494
FDR26,OUT035,3032.3757
NCT17,OUT018,2474.506
FDX35,OUT027,5931.2305
FDS12,OUT046,2118.661
NCZ29,OUT027,3227.4692
FDB38,OUT010,322.81946
FDP12,OUT013,585.4289
FDP22,OUT046,799.19086
FDS26,OUT018,3512.3447
FDR52,OUT046,3279.235
DRJ13,OUT046,2662.523
FDU48,OUT027,3359.0664
FDE29,OUT035,969.35693
NCT29,OUT049,1937.8372
DRK37,OUT018,2564.7888
FDK55,OUT046,1386.8251
FDR07,OUT046,1536.1185
FDO21,OUT027,5895.3057
FDK46,OUT049,4218.9004
FDB12,OUT045,1500.8612
FDT31,OUT027,5099.351
FDJ33,OUT045,1822.5415
FDC26,OUT027,2830.1956
NCQ02,OUT045,2842.5994
FDP08,OUT010,392.7671
FDB11,OUT027,5823.743
FDV55,OUT013,2413.433
FDW20,OUT049,1953.7601
NCJ18,OUT019,273.6467
FDC41,OUT018,916.28125
FDE14,OUT027,2560.553
FDG35,OUT013,2937.231
FDF45,OUT035,984.38025
FDS19,OUT027,1913.9445
FDS58,OUT019,336.2583
FDA26,OUT017,3878.987
FDM32,OUT049,1413.1532
FDL45,OUT046,2016.9458
FDZ55,OUT049,2652.1477
FDY37,OUT049,2244.3154
FDO46,OUT046,3395.3606
FDQ60,OUT046,2155.305
FDA19,OUT018,1708.7379
FDL15,OUT046,2467.1611
FDM10,OUT018,2887.1045
NCL05,OUT017,845.34906
DRK49,OUT010,74.943756
NCE18,OUT027,6256.936
FDG40,OUT049,626.22375
DRI59,OUT045,3219.0408
FDK28,OUT035,3995.2112
NCD06,OUT019,120.21447
FDO11,OUT019,842.5505
FDK27,OUT046,1916.4093
FDT43,OUT027,1177.4552
FDD38,OUT018,1406.1954
FDA16,OUT049,3858.065
FDL14,OUT027,4072.524
NCM17,OUT049,730.6311
FDD20,OUT045,1826.4948
FDA40,OUT045,1229.4752
FDL43,OUT045,1042.3832
FDV15,OUT045,1411.3937
FDE52,OUT046,1557.6713
NCL17,OUT010,256.68106
NCJ31,OUT045,3260.3855
FDR60,OUT045,1089.4976
NCA18,OUT035,1731.3636
FDS21,OUT027,1625.9723
FDW09,OUT035,1243.5927
FDL26,OUT035,2504.82
FDS47,OUT018,1138.7814
FDC39,OUT046,3327.8333
FDT51,OUT035,1816.8273
FDK40,OUT035,4069.7532
NCG19,OUT045,3223.3826
FDZ07,OUT046,955.6685
FDF08,OUT027,2211.1516
FDO04,OUT013,778.15533
FDK41,OUT018,1079.1318
FDP15,OUT049,3824.6848
NCD43,OUT018,1412.3109
NCP18,OUT013,2387.0854
FDZ51,OUT046,1614.6588
DRH13,OUT035,1653.0392
FDF38,OUT045,581.0311
NCI43,OUT045,745.0389
FDM38,OUT027,1372.4971
FDS03,OUT013,901.8768
DRJ47,OUT017,3023.882
FDT50,OUT010,179.43694
FDV02,OUT046,2692.7263
NCG18,OUT017,1758.8083
FDW52,OUT046,2867.1172
FDS40,OUT035,597.5382
FDN31,OUT017,3243.3794
FDA37,OUT045,1825.7177
FDA15,OUT046,3789.4084
FDL39,OUT046,3042.2227
FDJ53,OUT045,1682.7557
FDX22,OUT013,3306.3713
NCZ42,OUT045,3406.0564
FDD56,OUT027,4706.1616
FDD40,OUT017,3573.161
FDS50,OUT013,3534.0342
NCN14,OUT013,3021.6296
FDT15,OUT013,2892.023
NCS18,OUT027,2695.72
NCO26,OUT010,188.64436
FDF58,OUT018,699.9232
NCB19,OUT013,1244.4436
FDH26,OUT017,2467.0173
DRB24,OUT027,4024.2578
FDA49,OUT018,1085.4327
FDB32,OUT045,1428.33
FDI36,OUT017,3401.1584
NCA17,OUT010,314.41495
FDH22,OUT013,1910.9105
NCM26,OUT018,2046.8466
FDT15,OUT027,4928.537
FDB16,OUT018,1147.985
NCP54,OUT027,3137.4353
FDJ36,OUT013,1506.098
FDO28,OUT045,1670.0614
FDU09,OUT013,711.34125
FDF29,OUT017,2239.4397
FDY08,OUT013,2146.7998
DRJ59,OUT018,378.30603
FDT23,OUT027,1956.9388
FDU15,OUT018,474.48825
FDT47,OUT013,1245.3414
FDI53,OUT019,324.70544
FDR59,OUT018,3686.7898
FDD53,OUT035,623.934
FDY51,OUT017,3898.983
FDT04,OUT049,670.6684
FDU51,OUT049,2752.294
FDG14,OUT035,2403.8323
NCU06,OUT045,3260.693
DRG25,OUT046,3005.1013
DRH49,OUT035,1331.1964
FDN15,OUT035,2287.8557
FDL43,OUT018,963.6813
NCT18,OUT049,3063.8901
NCB31,OUT013,4274.9717
FDK57,OUT035,1766.9559
FDY04,OUT019,352.9218
NCP54,OUT046,1936.9353
FDF41,OUT013,3968.9553
FDM01,OUT045,1541.7585
FDW03,OUT045,1600.0013
FDF28,OUT045,1905.4456
FDY37,OUT017,2474.9514
FDQ03,OUT017,4288.3516
FDP51,OUT027,3072.865
FDJ40,OUT017,1871.6945
FDC32,OUT049,1396.243
DRI49,OUT027,2098.5664
NCW54,OUT017,1053.9215
FDF09,OUT017,875.16284
FDP45,OUT018,3511.0002
DRJ23,OUT018,2511.095
FDS59,OUT017,1877.395
FDY08,OUT046,2499.9211
FDX16,OUT049,2478.998
FDY16,OUT018,2534.403
FDK32,OUT035,2486.5273
FDQ22,OUT013,562.2464
NCC31,OUT018,2044.5083
FDG58,OUT049,2476.8245
DRF48,OUT013,3084.4358
DRH36,OUT049,1127.9541
NCR30,OUT035,1160.5409
FDB03,OUT019,638.6761
FDZ28,OUT027,3260.6606
FDR35,OUT017,3523.3467
DRD15,OUT027,5942.621
FDJ33,OUT019,273.88568
FDA56,OUT010,273.10236
FDP56,OUT046,789.13556
NCT30,OUT046,811.7636
FDK15,OUT017,1631.6593
FDH44,OUT018,2028.6688
FDV01,OUT013,2598.4402
DRG03,OUT017,2526.3218
FDG50,OUT027,2146.9265
FDR16,OUT010,496.4359
FDZ60,OUT046,1711.9628
DRG03,OUT045,2340.1921
FDS56,OUT018,3882.2795
FDU33,OUT045,561.02466
DRD27,OUT035,1588.5935
FDW22,OUT046,3770.2288
DRA24,OUT045,2615.744
FDF38,OUT049,677.1417
FDX48,OUT013,2553.1863
FDS58,OUT018,2189.6584
FDC32,OUT046,1452.1626
NCQ29,OUT045,3630.2737
DRK39,OUT018,1132.6803
NCS38,OUT017,1838.1276
DRO47,OUT013,1690.2733
DRG27,OUT027,1084.34
FDC57,OUT027,5167.8667
FDS55,OUT046,2432.977
NCJ06,OUT018,1590.8741
FDO01,OUT019,279.33182
NCM55,OUT045,2784.2053
FDC52,OUT049,2570.5798
FDQ15,OUT045,1027.0122
NCT30,OUT027,1165.7968
NCR42,OUT027,846.56635
FDD28,OUT035,846.4739
FDQ34,OUT049,1665.7335
FDZ12,OUT027,3737.452
DRE13,OUT019,199.39204
NCN07,OUT019,270.7986
FDM28,OUT035,3042.126
FDI10,OUT017,2877.5881
FDQ25,OUT013,2575.8945
FDA38,OUT010,585.1005
DRI13,OUT049,3480.1853
FDY20,OUT027,2236.368
NCZ53,OUT035,3078.7705
NCM31,OUT013,2211.5845
DRB01,OUT017,3127.2607
DRF37,OUT046,3721.717
NCF42,OUT049,2784.6248
FDF16,OUT018,1945.664
FDB41,OUT013,709.01013
FDR34,OUT013,3614.6003
FDR15,OUT018,2105.6604
NCV42,OUT019,249.8596
FDW51,OUT035,3550.2253
FDU36,OUT017,1655.3573
FDX60,OUT049,1182.4834
FDY03,OUT035,1773.7078
FDW55,OUT045,3711.2292
FDT01,OUT010,504.27942
FDG58,OUT013,2313.2498
FDK21,OUT017,4361.376
NCS41,OUT019,348.24084
FDS10,OUT045,2755.569
NCT53,OUT046,2829.7258
FDJ28,OUT018,2507.9617
FDX44,OUT045,1204.7799
FDT20,OUT018,432.45853
FDO44,OUT017,1784.4902
NCX17,OUT049,3356.1824
FDY01,OUT017,1835.0654
FDJ12,OUT027,5604.116
DRK35,OUT018,493.4815
FDD47,OUT019,311.36227
NCM53,OUT035,1662.8418
FDO45,OUT013,1197.5527
NCM42,OUT010,219.58806
FDE04,OUT046,2962.883
NCI30,OUT027,6195.236
FDZ19,OUT013,2831.4846
FDW57,OUT013,2754.3806
FDA25,OUT013,1546.3105
FDT22,OUT046,981.1202
FDP51,OUT013,1757.8684
FDD48,OUT027,2920.4321
FDY39,OUT035,3007.984
FDO48,OUT010,447.60907
FDD23,OUT027,4996.7607
DRN35,OUT027,932.36957
FDT01,OUT035,3584.6765
FDC20,OUT010,107.324
DRJ35,OUT035,923.1258
FDB32,OUT046,1505.3171
FDL24,OUT046,3086.681
NCV42,OUT035,1734.416
FDZ46,OUT046,1743.7408
FDC15,OUT013,2705.422
FDD08,OUT019,100.48668
FDY50,OUT049,1357.1816
FDD36,OUT013,1831.6454
FDG57,OUT027,1182.1576
FDL21,OUT018,575.86066
FDN16,OUT027,2557.1438
FDJ09,OUT027,1095.8047
FDS01,OUT010,362.25912
FDV33,OUT017,4656.251
DRE12,OUT017,1879.5463
FDR07,OUT013,1567.4559
FDP48,OUT010,361.01648
NCB55,OUT035,943.8211
FDQ08,OUT013,847.13074
FDR34,OUT035,3811.018
FDO33,OUT046,1766.3195
FDP13,OUT045,478.87433
FDX12,OUT049,3805.448
NCT06,OUT049,2808.4143
FDR16,OUT019,510.20398
FDE36,OUT046,3083.8757
FDZ36,OUT049,3248.2188
FDV13,OUT045,1335.3618
NCZ17,OUT035,597.3164
FDU56,OUT045,2773.9392
FDM09,OUT035,2767.1125
FDV02,OUT017,2964.593
FDS34,OUT018,1546.8658
FDA11,OUT049,1443.252
FDP09,OUT017,3927.6897
FDB29,OUT027,2919.8928
FDT19,OUT017,2853.5696
DRH15,OUT017,888.44293
FDY38,OUT046,3691.7493
FDF14,OUT027,3993.4858
FDN48,OUT010,193.18549
FDQ12,OUT013,3698.0452
NCJ43,OUT045,2620.0342
FDE17,OUT019,322.56122
FDB05,OUT035,3906.8032
FDH10,OUT045,2832.2761
NCR06,OUT017,759.1258
FDU32,OUT018,1606.9572
FDD56,OUT049,2845.1243
FDO36,OUT018,2447.3464
FDH16,OUT010,166.64561
FDX10,OUT018,423.06268
FDZ37,OUT017,1569.4915
FDU31,OUT010,431.39554
DRC49,OUT049,2284.9307
FDL15,OUT045,2399.3801
FDN32,OUT019,414.03217
DRH59,OUT027,1775.6837
NCU29,OUT049,2418.6255
FDR37,OUT019,414.61816
FDS14,OUT018,2047.2616
FDU02,OUT027,5852.459
FDJ08,OUT035,3095.351
NCZ06,OUT045,3441.9812
FDO31,OUT049,1102.4596
FDH31,OUT018,1278.3805
FDS58,OUT017,2705.6306
NCA53,OUT027,1145.5778
FDF50,OUT046,3312.5813
NCW42,OUT049,3384.3193
NCQ17,OUT045,2283.3074
FDK51,OUT018,3544.6106
NCW41,OUT010,309.69318
NCR29,OUT017,1051.8817
FDB08,OUT019,313.8992
FDA40,OUT027,2111.1555
FDL14,OUT018,2150.9553
FDB47,OUT046,3279.119
FDO03,OUT035,3803.296
DRK13,OUT019,406.26486
FDX13,OUT010,511.66592
FDF52,OUT046,2994.1904
FDT11,OUT013,2885.5737
FDB08,OUT013,2511.8215
FDQ28,OUT018,2067.4949
FDD29,OUT045,3534.0664
NCQ29,OUT027,6429.7783
NCO02,OUT013,887.91724
FDR56,OUT010,420.51324
NCM54,OUT049,2042.4252
FDP51,OUT035,1809.0204
FDT38,OUT013,1265.7986
FDZ20,OUT018,3434.7996
FDJ53,OUT013,1836.4601
FDX13,OUT049,4177.072
FDP58,OUT035,3503.0652
NCK31,OUT019,124.131516
FDA35,OUT018,1634.6671
FDV37,OUT018,2741.2302
NCO07,OUT027,5593.623
FDA20,OUT045,2786.8386
FDZ59,OUT035,2669.1711
NCY17,OUT017,915.39984
FDQ28,OUT035,2467.6873
FDV35,OUT017,2587.4265
FDQ36,OUT013,588.255
FDD34,OUT018,2143.6155
FDK51,OUT045,3589.223
FDV31,OUT035,2750.8054
FDR04,OUT035,1501.2023
FDR14,OUT049,871.8742
DRC36,OUT010,327.6435
FDE39,OUT019,256.69083
FDP57,OUT049,1642.4674
FDE57,OUT046,2309.0027
NCN18,OUT046,1794.2391
NCQ05,OUT018,1928.7416
FDW47,OUT035,1845.2295
FDV46,OUT035,2294.8882
NCP29,OUT045,890.5125
FDE09,OUT018,1479.4956
NCU06,OUT027,5896.0913
FDT19,OUT010,387.46024
DRF15,OUT017,2665.638
DRI51,OUT013,2828.1404
NCX54,OUT013,1509.1923
DRE01,OUT013,3959.0193
NCB07,OUT045,2867.5378
FDU50,OUT035,1773.609
FDG40,OUT035,555.1812
FDW10,OUT018,2365.6357
FDX51,OUT013,3033.5618
NCP17,OUT045,913.43066
FDP21,OUT035,3137.3638
FDL04,OUT045,1445.5836
FDV23,OUT013,1895.649
FDF24,OUT046,1318.4457
FDH56,OUT027,2900.2417
FDB51,OUT049,970.4588
FDI58,OUT027,2370.5754
FDR20,OUT013,758.06165
FDC51,OUT018,1613.6676
FDB16,OUT027,2075.8186
FDE40,OUT049,847.0831
NCM17,OUT035,733.0778
FDU56,OUT035,3135.987
FDS32,OUT019,296.60962
FDX02,OUT049,3488.41
FDT39,OUT027,4042.2068
FDE35,OUT017,1042.6371
NCI42,OUT019,479.65277
DRL23,OUT046,1692.693
FDA10,OUT046,1936.2638
FDA11,OUT013,1325.0604
NCM06,OUT046,2573.6467
NCT05,OUT035,3965.806
NCQ02,OUT010,379.6066
NCY06,OUT049,2138.9338
FDY56,OUT035,3718.2063
FDL02,OUT035,1576.9532
NCI06,OUT035,2889.9739
FDQ14,OUT045,2160.6653
FDQ12,OUT017,4080.7114
FDP36,OUT046,826.03314
FDK21,OUT027,6248.8115
FDO40,OUT045,2317.3474
NCK54,OUT019,274.48087
FDY09,OUT018,2326.561
NCW30,OUT049,4486.6514
NCC55,OUT027,918.1142
FDE58,OUT018,1536.7863
FDR39,OUT013,3029.5713
FDU28,OUT049,2927.346
FDH08,OUT017,4043.4487
FDG35,OUT045,2797.8323
FDG22,OUT049,699.42053
FDC34,OUT035,2517.663
FDP15,OUT018,3479.1597
FDK34,OUT010,456.87036
FDU45,OUT035,1889.2578
FDQ04,OUT027,1004.7946
FDX22,OUT018,2939.435
FDB45,OUT017,1840.7306
NCH43,OUT027,5660.9316
DRE60,OUT046,3453.4016
FDD17,OUT027,6001.8125
NCM54,OUT017,2137.653
NCH55,OUT013,2009.3533
NCT06,OUT017,2872.6084
FDA48,OUT027,5747.492
FDY58,OUT027,5865.2026
FDO25,OUT045,3117.0435
FDN50,OUT045,1445.8466
FDH35,OUT035,2748.2563
FDK09,OUT045,3251.3057
FDO16,OUT013,1073.7795
FDW11,OUT045,784.9407
FDU47,OUT027,3661.4656
NCQ42,OUT010,287.77216
FDK55,OUT027,2137.1807
FDN08,OUT049,1701.7538
FDT57,OUT045,3360.7278
FDJ12,OUT018,2884.7659
DRL59,OUT017,911.17267
NCN53,OUT046,687.95483
FDO51,OUT010,97.55624
FDK56,OUT017,3157.676
FDY12,OUT035,720.5741
FDU15,OUT035,636.7587
FDQ19,OUT046,4124.1504
DRF15,OUT045,2443.3335
DRE25,OUT019,202.3518
FDK57,OUT018,1545.0408
FDD33,OUT010,478.615
FDR34,OUT027,5967.8076
FDU04,OUT045,1759.4059
FDE35,OUT019,163.51244
NCD31,OUT035,2646.0818
FDJ56,OUT035,1512.7118
NCU53,OUT046,2827.3398
FDD39,OUT035,3440.6165
NCU17,OUT019,218.1455
FDJ20,OUT046,1933.0833
NCW41,OUT018,2067.7424
FDL52,OUT035,625.4844
FDS39,OUT035,2152.3914
DRJ47,OUT045,2667.7117
FDP13,OUT010,86.10867
DRK39,OUT010,151.99057
FDF28,OUT010,229.38907
FDB09,OUT045,1828.7455
FDM51,OUT046,1727.8273
DRM49,OUT018,543.07526
DRF23,OUT013,2879.9846
DRH01,OUT035,2843.807
FDH12,OUT027,2710.3743
FDA28,OUT019,269.1058
FDW37,OUT018,1148.1227
FDF02,OUT046,1625.7789
DRL37,OUT046,663.63824
NCF43,OUT046,2319.772
FDH08,OUT010,499.1132
FDR34,OUT019,680.67206
NCK19,OUT049,3369.137
NCD55,OUT018,435.83145
FDT27,OUT049,3969.0703
FDQ57,OUT045,2149.0476
FDA47,OUT035,2581.5422
DRG15,OUT027,1514.3868
FDE05,OUT018,1943.2684
FDN46,OUT046,1790.7365
FDX27,OUT027,2278.584
FDT51,OUT045,1723.9507
FDU33,OUT013,639.52484
FDJ16,OUT027,1462.2781
FDD20,OUT019,267.4992
FDT36,OUT049,599.66064
DRF15,OUT027,4009.132
FDN52,OUT010,158.76537
FDC22,OUT027,5160.1455
FDX15,OUT045,2403.0828
FDT13,OUT013,3042.4265
FDU04,OUT017,2016.8834
FDU31,OUT019,572.3366
FDW59,OUT027,2027.5295
NCO29,OUT046,2738.8264
FDL15,OUT035,2497.183
FDI41,OUT049,2241.7935
FDQ48,OUT049,1558.3966
DRI39,OUT013,745.1917
FDI08,OUT013,3821.0496
FDC21,OUT049,1719.8342
FDF58,OUT035,895.4613
FDS08,OUT010,360.30084
FDE47,OUT045,1781.1119
NCP18,OUT019,305.95947
NCR41,OUT013,1450.7394
FDA27,OUT013,3798.7825
FDA43,OUT035,3160.7874
FDA49,OUT045,1217.999
NCE55,OUT018,2387.3552
DRM49,OUT027,1317.4752
FDF22,OUT027,5605.5615
FDQ15,OUT018,1117.9869
NCS54,OUT017,3062.6277
NCY05,OUT013,484.99023
FDR45,OUT046,3610.952
FDK57,OUT049,1878.7928
FDF41,OUT010,533.6254
FDV21,OUT046,2056.9666
FDD51,OUT046,769.07916
FDF33,OUT046,1756.7357
FDA38,OUT046,3814.2178
FDR56,OUT045,3042.4392
NCN41,OUT017,2029.0818
FDC60,OUT027,2158.8147
FDB47,OUT045,3052.0708
DRH01,OUT013,2918.968
FDW08,OUT046,1706.8378
FDF38,OUT027,1095.6122
FDY32,OUT017,2663.4192
FDG34,OUT049,1666.2847
FDG47,OUT019,715.5547
NCF18,OUT035,3146.7173
FDL39,OUT019,388.12323
NCH55,OUT035,1983.7482
DRJ35,OUT049,924.63336
FDS44,OUT035,3894.221
DRE01,OUT018,3420.0652
FDY39,OUT013,2797.2131
FDY32,OUT018,2179.6655
FDR33,OUT027,2774.748
NCP50,OUT049,1286.4624
FDZ47,OUT018,1371.9282
FDU57,OUT049,2443.531
FDY44,OUT013,3108.0042
DRH59,OUT018,921.68634
FDB03,OUT027,6160.045
FDY46,OUT045,2805.5007
FDM39,OUT045,2657.6545
FDY36,OUT035,1103.273
NCM55,OUT035,3077.4094
FDJ50,OUT010,122.097374
DRL60,OUT013,2372.9265
NCJ54,OUT049,3848.0986
FDX59,OUT017,686.0428
FDI07,OUT013,3160.376
DRF51,OUT010,121.12375
FDM14,OUT017,1855.8253
FDP21,OUT045,3047.8298
FDE40,OUT035,931.2817
FDE05,OUT035,2352.1687
FDM13,OUT027,3425.7214
FDC34,OUT027,4114.4717
NCI55,OUT018,1644.4154
NCE43,OUT018,2240.5063
FDW58,OUT018,1475.8263
FDG60,OUT045,3257.2112
FDV31,OUT017,2901.3108
FDR47,OUT013,3164.0027
FDM60,OUT019,115.226974
NCF06,OUT018,3686.2253
NCN26,OUT027,2943.2087
FDQ59,OUT049,1202.9576
FDF09,OUT046,666.6291
NCS06,OUT017,4559.924
FDT44,OUT046,1860.6005
FDI19,OUT017,4282.524
FDT22,OUT017,1056.1681
NCF54,OUT027,4571.7134
DRG25,OUT045,2808.6248
FDB59,OUT017,3653.4783
FDQ37,OUT017,3538.1768
FDP56,OUT035,774.35657
FDW44,OUT035,2800.4893
FDJ26,OUT010,458.0357
FDU43,OUT018,3286.0276
FDW33,OUT045,1434.0094
NCX53,OUT027,3731.1438
FDN56,OUT010,316.02173
DRF15,OUT049,2590.7004
FDO33,OUT017,1854.6628
FDZ39,OUT010,184.87804
NCJ19,OUT017,1020.83405
FDU01,OUT035,3233.4119
FDT12,OUT035,3764.2102
NCM18,OUT018,747.9483
FDP19,OUT017,2124.155
NCR42,OUT049,646.10455
FDN10,OUT046,1871.2382
FDG44,OUT017,1078.2235
FDQ10,OUT046,2793.7026
DRH13,OUT049,1627.9606
FDT52,OUT013,3924.3245
FDM56,OUT045,1571.0624
NCO43,OUT010,186.51256
NCV29,OUT035,2935.8225
NCF06,OUT013,4218.3335
FDO50,OUT035,1364.8234
FDT59,OUT013,3669.185
FDX40,OUT027,957.2442
FDE50,OUT017,3402.9534
FDX51,OUT017,3430.0325
NCD30,OUT018,1324.4825
FDK15,OUT013,1484.861
FDL12,OUT045,783.4332
FDK46,OUT017,4478.481
DRH49,OUT010,209.79814
FDQ57,OUT046,2451.0334
FDY59,OUT017,1591.415
FDO09,OUT018,3708.9265
NCG30,OUT035,1918.6749
FDM09,OUT017,2842.99
NCN17,OUT027,2505.7444
NCS42,OUT013,1272.1815
FDD02,OUT019,242.10678
FDE34,OUT013,3009.209
FDU38,OUT045,2852.5283
FDB33,OUT046,2526.3162
NCJ29,OUT017,1466.0973
FDZ27,OUT035,807.7203
FDI40,OUT013,1414.9014
FDG22,OUT013,590.487
FDT51,OUT017,1929.814
FDF20,OUT018,2642.368
FDV50,OUT035,1825.0497
FDT02,OUT049,652.73553
DRC49,OUT017,2336.5588
FDF26,OUT049,2471.9033
FDV52,OUT035,1778.5796
FDX59,OUT049,640.5501
FDV25,OUT035,3548.3748
FDW23,OUT027,976.826
FDE53,OUT018,1418.131
FDA19,OUT017,2094.8862
FDH22,OUT046,2071.7104
NCO41,OUT013,1422.123
FDX12,OUT017,4408.165
FDF17,OUT013,3219.0647
FDS11,OUT045,3465.746
FDR51,OUT035,2313.0427
FDT49,OUT010,217.24055
FDC56,OUT013,1823.7642
FDR13,OUT027,2985.3708
FDQ60,OUT035,1852.8947
FDN38,OUT049,4357.2383
NCL29,OUT013,2539.2063
FDO13,OUT027,4366.83
FDE26,OUT018,1860.442
FDA31,OUT010,344.64178
FDX14,OUT035,1096.4774
FDA34,OUT045,2683.7998
FDF26,OUT013,2230.1692
FDE38,OUT045,2474.8088
DRI11,OUT046,1816.3712
FDQ60,OUT027,3022.6028
FDL21,OUT027,1140.4131
DRC12,OUT027,5185.809
FDC47,OUT046,3360.6433
FDE57,OUT045,2027.2183
FDT14,OUT045,1732.2687
NCZ53,OUT046,3062.0876
FDE28,OUT018,3313.7314
FDR19,OUT035,2236.861
NCF54,OUT019,330.831
FDZ08,OUT046,1318.3433
NCJ05,OUT018,2019.6486
FDF59,OUT046,2019.9362
NCO05,OUT035,1537.3546
FDW24,OUT018,644.37384
NCX42,OUT018,2227.2883
NCA53,OUT035,731.1139
FDI45,OUT019,339.8177
FDG46,OUT046,2005.6517
FDM20,OUT010,485.892
FDW11,OUT010,122.96908
FDX08,OUT035,2991.4275
NCK17,OUT035,634.9238
FDK32,OUT018,2029.4362
NCA42,OUT035,2474.6638
DRI01,OUT035,2697.432
NCL55,OUT049,4015.971
DRE25,OUT018,1200.3517
FDD14,OUT017,3195.8013
FDB10,OUT046,3577.7793
DRN11,OUT035,2215.258
FDP38,OUT018,590.3676
NCA30,OUT017,3311.9153
FDT15,OUT017,3178.4624
NCP55,OUT018,627.6993
FDF12,OUT035,2225.188
FDM21,OUT018,3443.3381
FDX56,OUT035,3478.945
FDF10,OUT017,2383.504
FDT32,OUT045,2959.6948
FDM51,OUT018,1280.4185
NCR50,OUT018,2062.6628
FDI19,OUT049,3726.9595
FDX21,OUT017,1744.868
FDR31,OUT035,2275.3967
FDY02,OUT013,4229.577
NCA29,OUT045,2627.182
NCX17,OUT046,3281.8694
FDM12,OUT045,2979.1082
FDI53,OUT027,4229.3506
NCU30,OUT049,2734.748
FDC56,OUT027,3143.3928
FDK27,OUT018,1626.004
NCK18,OUT017,2842.6355
